,diff_F1,diff_F2,diff_F3,diff_F4,diff_F5,diff_F6,diff_F7,diff_F8,diff_F9,diff_F10,diff_F11,diff_F12,diff_F13,diff_F14,diff_F15,diff_F16,diff_F17,diff_F18,diff_F19,diff_F20,diff_F21,diff_F22,diff_F23,diff_F24
2018-01-25,144.0374274052216,136.7210600293768,143.0574002713581,152.5271858109272,144.06043396842122,148.95104555354345,138.5403871370781,143.72593653463215,135.99865130797255,144.3561572174521,142.98652929527648,139.7165346698602,147.49420655215675,146.07181796721216,141.41191995002353,143.0173580500506,142.24677978087846,142.8052079850228,145.97468333900486,143.5064454494302,140.15955239351047,143.7147155142692,147.57126548160406,141.6738554246227
2018-01-26,114.6488546655409,108.62100028143243,113.67071743720363,121.149624739099,115.44509180673553,118.95876542086052,110.24039109167069,115.23136035059721,108.65991641914943,115.24585721912018,115.59556168433359,111.93657448038182,117.13049764921952,122.39245038087257,111.5279098629687,113.84127312322993,111.62799593006078,113.79298674943496,116.67828275699392,113.8438587311078,110.08415872682171,113.64298827729208,116.98575771440898,112.88583892452439
2018-01-27,55.0471555630007,49.749852593368104,53.78910770752139,59.29022966632818,55.06688489544976,57.782510853467905,51.35757331718775,54.784131799598235,51.85382591435947,55.593242588435395,53.66656721066146,52.32115517659766,56.070828597941045,60.592657634740966,53.0016130170955,54.20794981387736,55.07396103138542,53.583856218860554,55.12930048315735,53.6673412501944,49.267318417996634,52.812453749440415,55.95884786227027,53.99662193935705
2018-01-28,35.91795090051562,31.148119213312253,33.87240037200732,38.07084932968632,35.550776175387206,38.178485403867185,31.474658925583796,33.120005858644745,32.56209949827749,35.70699625175214,33.44990902973067,33.45849093907002,35.21885402434328,34.25589585191593,32.59615134442593,34.39790013895044,32.58138125321976,33.75949419692802,35.29390881332763,34.86819992331057,28.67864386276206,32.921270541268605,35.161528683982716,33.57065647568847
2018-01-29,85.27542761709262,75.96224070559184,80.42149981779279,87.0534140438485,81.53994597259822,85.19523337911711,84.07018065629322,79.42063279953848,85.09677401296915,82.82996164948437,81.13059642971713,78.42843606621555,83.24512357224644,82.78742895174479,79.87638587140597,80.61772382271533,78.51567305953722,79.9533013340007,81.68360803577328,80.11552364370806,75.4531192399352,79.98359142508455,83.11872989798977,81.0315561672073
2018-01-30,113.02929583640153,106.4067574822002,113.00126136775322,120.41156400526286,113.54658620727935,117.77214280680514,108.12157049614797,113.06623915859582,109.24957950344701,114.98026254188431,112.69063581873229,110.39653718331768,116.41311903926386,115.68867739160684,112.00620624175296,114.35344866939255,112.26295548190724,113.26050053264335,114.38371339659106,112.98153194738913,109.19310559289315,112.95054162525986,116.33475776635814,114.213961031861
2018-01-31,107.23609928500984,102.00527012695188,107.49873235004216,114.62638868860721,108.58618714288596,112.39383724787923,104.1936513670798,109.43117345792967,103.72310237041408,109.29317097946422,107.42397375144724,105.26328403065813,110.47322050905092,109.89519606247424,106.63394910403282,107.42852819804013,106.69945242346249,114.24552263377245,109.49097380546239,107.1097117139548,102.66995195910697,107.1052620085817,110.00837915568195,105.34932099101334
2018-02-01,-8.32671870156941,-11.041768130712953,-8.042431122200462,-5.130068228631608,-6.867079764227313,-6.975591373303898,-9.231559482549992,-8.776436664169161,-9.902157244155124,-7.3268942941099295,-8.797008010731297,-10.809508481500686,-7.797346309619758,-8.213264451853647,-9.496491616106395,-10.011951930232442,-9.763010705932194,-9.30006071382628,-8.09473816336363,-9.254026133581881,-14.230012096670327,-10.18359464855643,-8.343402859965309,-9.134556210535342
2018-02-02,84.7855448781669,80.28900008039676,84.06468383751144,90.10135177678247,84.86153564246673,88.36408559613405,80.91402128590903,83.30019943707381,84.6965727051548,87.3525419654966,84.11800915800822,82.05073149324721,86.48524090080161,86.19877537976066,83.23868961734303,84.3638964297441,83.60923066286198,83.88923432817019,85.28408096229386,84.51426638821613,79.95617508582167,84.19552164952789,87.24349114369328,83.79226411216399
2018-02-03,-30.048645575948154,-32.159394273617245,-30.795274559920063,-28.45093246812842,-28.432109294001684,-29.605739336647915,-32.6798716163927,-31.996910897851997,-31.214522522376125,-29.257248541275814,-30.515335510602977,-31.659685993061924,-28.71511538831836,-29.64121824814769,-31.80399321332865,-30.003718481799492,-31.53041633465616,-30.274247705372375,-29.348868677721693,-29.919143222328284,-34.89355157853666,-31.310773706094672,-29.62578085819657,-29.807432019274334
2018-02-04,-1.8333093462897883,-4.950349529443347,-1.4902803427530844,2.0322338218195353,0.20002830374290959,-0.2776888288992745,-4.445392169186863,-3.518761918023864,-2.714831968645532,-0.08219078014665336,-1.792968826030521,-3.0171589044145755,0.293456273923942,-0.7373304525091942,-1.3443067433432336,-1.13318982411,-2.643692191562514,-2.128677119604416,-0.6320642188816709,-1.3719804030381284,-6.216623432599389,-2.2720590046857216,-0.5030025427707497,-1.7581716513805932
2018-02-05,68.59639611960456,62.963996891141214,66.82072531755792,72.73244199929864,67.36599040895003,70.89942604548924,64.93332560313523,66.18087903913619,65.5926279588381,69.48447429138048,68.30590771511828,67.43533743651524,70.68850134878296,70.44602243061878,66.69839888409,68.9887507508385,66.85524403355328,68.87819186031427,68.82681506354321,68.95826276435864,63.973207157279,67.92152692301438,70.70983072158992,68.56482529473847
2018-02-06,1.2524573016761107,-1.9415280649361688,1.5592233746039177,3.7549895266699385,2.6074935182704118,3.4070055304322246,0.25673561181411836,1.0999603290528315,1.9526900409688683,4.453950278191464,2.3294590489291447,1.4605676050041867,3.1548173974897766,3.4538793938452885,1.522130949242583,2.3307910676830326,0.5400000708964444,2.1530156080646665,2.802915976968031,2.4978842151566774,-2.67705170061053,1.4964692911070863,2.88751989550262,2.1934150595484163
2018-02-07,51.96380066196018,48.82983375747994,52.66465846682313,57.40476827503617,53.532752080007334,55.63402785318044,51.18282753939081,52.64803503561119,51.8696187667267,55.16356669501101,53.69870431412031,51.43044107568252,55.581906922040055,55.57215946328728,53.069875244057236,54.604884920281954,52.5064365989512,53.60214378498165,54.402917451418176,54.03569053178948,49.378373329365836,53.63294634392583,55.832056455385946,53.26509675917991
2018-02-08,80.94873423655694,76.04295160147734,80.31113656173225,85.87917468664939,80.3239765994339,84.29300651748301,80.17570230924142,80.50077415854753,78.14829310361485,82.92665010610337,81.59560755507327,78.81818105836565,82.46925710544777,83.12981762407708,79.96788616720481,81.3522026299846,79.8808657696733,81.11765804210042,82.01430235456017,80.7641319519923,76.34736392106714,80.30730047078056,82.69598231303488,82.22957354495571
2018-02-09,23.27539474074762,19.353519548755404,22.361866337036204,25.556701419850793,23.889546727488685,24.412263996059465,21.617527389217997,21.422012625670153,21.822955179160452,24.269859504256775,23.24612294508646,21.548064854044643,24.1488737402428,24.491990433068285,22.49679447616408,23.602902725496403,22.19039436042237,23.486031828116143,23.88076241280139,23.510147287481796,18.50465420905656,22.781650700894787,24.4486152787713,22.826544146867263
2018-02-10,72.7001125483126,68.26190633941073,73.67765379776888,77.47127793706127,74.15155526364987,76.24364170809142,70.4212248731671,73.43887268839144,70.93116771210188,74.27438496388034,73.05559001981649,70.310587341867,74.45445705092642,75.05197540793073,71.72233786956906,73.497670202614,72.46363200208962,72.61247084590292,73.87504288710943,72.6983096806132,67.94269911744344,72.96313831986411,75.22015026984919,71.611192169191
2018-02-11,99.56902769369222,97.35131581965734,99.01482634094508,105.66861939827419,99.56732302536119,104.01312183819304,96.78660984914093,99.65124764393839,97.04710591101914,100.86866118024233,99.29323784237594,96.38871890516721,101.92816931043231,101.44461377233212,98.51407795572149,100.31261538407203,99.01804059081323,99.3132594032235,101.02163780029173,99.3716453652386,94.96325019485047,100.15273400719559,103.82240736288398,98.37295530011222
2018-02-12,-1.8995707215983781,-3.622508685597454,-1.2939598918139936,1.4800824297617432,0.4359234447602936,0.32761010608044794,-2.434233573931644,-1.3041006443285608,-1.861864042683575,0.10077108778781936,-0.5361542661578093,-2.113185555030541,0.3995629349946285,0.5103644016582298,-0.915315701415732,-0.021461395343637456,-2.3917056112472252,-1.028375517123258,0.5424036002174123,-0.6797973794274517,-5.838932781745345,-1.2869453363468186,-0.718192435818906,-1.9797238011616267
2018-02-13,-17.458235178011986,-20.406087900435693,-18.268333712739654,-15.36131447344394,-16.493841002448203,-15.865761192707048,-18.458598420522762,-17.275171472015245,-17.083706823810207,-14.81086310869815,-15.73855104692836,-16.925737703997903,-15.415144150039605,-15.744995768530034,-16.804000945030605,-17.462423786296625,-17.752541048100724,-16.072951889476958,-14.82382318133994,-15.768319247717054,-20.149758081512207,-14.433267346308234,-15.799744357030344,-16.48018183622123
2018-02-14,68.5886875019942,65.94673581864772,69.00032592368515,73.68044014445829,69.47155410472158,72.52892977905883,67.23059022038593,70.21044854839054,67.13429441979783,70.7239551419535,69.95263212144464,67.1327586752727,70.22974140100267,70.78970436508351,68.6006379109304,70.24919756112965,68.61338545552259,68.5227643605423,70.31348463630796,69.02851172690488,64.72035876988723,68.95668161414186,70.24735148236067,68.00207101580173
2018-02-15,122.50275565114681,118.27668067019597,121.39985593607678,130.0767504199272,122.64339077658154,127.32202440446181,119.35534542701278,124.26673127498354,119.53169196653998,124.44359321743944,123.45570471669444,119.5267893339956,124.40463420647578,124.93855089516951,121.76771103711759,124.41015270329778,122.3718582015805,121.74305360875096,124.16264174472785,122.32575185375377,117.7322170922699,122.41202033687216,125.43554960639807,120.67172808716957
2018-02-16,-3.2346709816137738,-3.4029468006348966,-3.0963851835681275,-0.5807065782078367,-2.226741816531795,-2.033514378508275,-5.217753387300426,-2.8339191450201433,-3.698048837239285,-2.3153317687749504,-3.160498006071615,-5.078320155538155,-2.844625318937185,-2.4813719661563756,-3.4720529945069245,-2.9246851242824095,-3.5887788762075528,-3.249558628786512,-1.8689391914941837,-2.939919127182815,-8.325417449803016,-3.199975137266276,-2.227461567600587,-3.516099121733096
2018-02-17,91.84500345771079,100.08131772283308,91.45208819686518,98.33604346350222,92.61012455184141,95.33790163857884,88.58913628643158,92.77160397607375,90.35143557643086,93.00438982547504,92.28887817198266,89.96110489462367,94.03479251988882,94.12408464789281,90.56133376106978,92.88257150498812,91.06767894848542,91.94845649659354,93.99159655601386,92.20732498106123,88.09744432458727,92.43039711909645,94.17355402241367,90.89226312186413
2018-02-18,-28.153491503676154,-22.826059218542692,-28.54720823772645,-26.727108494159307,-26.47171832911847,-28.19262976035226,-29.447615415221712,-29.07215458586886,-27.72393245366494,-27.72619156045971,-27.62506886672093,-29.241806506828585,-27.573229876530874,-27.379098026626075,-28.887598463184585,-28.348123404859546,-28.90843262659202,-28.58911336440256,-27.37995962025126,-28.102564679084868,-33.48596082348194,-28.944796864950813,-27.865441251436028,-28.022323041282963
2018-02-19,-32.76988933207001,-26.76638660341192,-32.144606907897284,-30.97706525544508,-30.810084149936106,-32.132210394546824,-32.78621745490714,-31.947859532103625,-32.36391273213546,-31.64846137001644,-31.873925010366335,-32.9323682625407,-31.22446937807899,-30.403305556037004,-32.212093532281585,-32.39961984573146,-32.49161833255319,-32.27248915318378,-31.09964815398639,-32.16508333824419,-37.654391407177854,-32.714446586606854,-31.799659361846196,-32.42087098966379
2018-02-20,5.206390285001921,11.301639491648876,4.367680393004462,7.979163485287308,7.845478898296803,6.067301773075732,2.835192553595611,4.0023437802868855,3.8877096446142363,5.838184250150757,5.480422721211753,2.8664824294806954,5.624607561177974,5.926086722361169,4.0179021633107865,4.300715337955531,4.13891871191097,4.681193010065302,5.762003001986523,5.149147490220688,0.13439852439217828,4.498190193274125,6.017123802203999,5.224086230220125
2018-02-21,95.38361962092371,98.45735281525245,93.89386909288064,102.03880996728685,101.3030465537546,98.6592736255597,91.87071566513623,94.81993923766625,93.55667677299743,96.69318446708358,95.80892070380517,92.61967889280193,97.07285388885221,97.53362850553731,93.35292623459976,95.55681351162863,94.9872364743662,94.88664174165027,95.71810591074197,95.0973523525896,90.40651625993017,95.14816367968155,98.26594226767624,93.76705200920883
2018-02-22,77.3131282746158,72.11149451854475,75.7835599538042,81.83350959123403,81.64792793277435,79.3719073174395,73.68642774459825,74.12713736030726,75.3183794441361,77.72618936154477,76.55678663360466,73.74310013091234,78.35836533172541,78.42721898521576,75.01959763185444,77.28079210007662,75.82491818252007,76.33200988031444,77.19608490566593,76.54389454756055,71.76698443661847,76.38750452012813,78.45723624056278,75.56368402902146
2018-02-23,42.981865405415604,39.22920146124514,42.07950665574695,47.70268684084987,48.27919836573125,46.329602357646756,41.52426714306561,45.85245307751777,42.29449323785387,46.12012351258063,44.697060523083366,43.454814419143254,46.07309256462643,45.9620951792599,42.793120054439946,44.84961220514922,42.5929881133677,44.14946756182438,45.59731548298637,44.97561816707072,39.5093294662335,44.67635232923754,45.28839604827762,43.141527955665296
2018-02-24,64.4340914626006,60.42976747789247,63.350516522008036,68.83815649935194,68.93739880304517,67.12992925810397,60.46559141845217,64.16859446004952,62.301054898787044,65.29212352618114,64.17590450842975,62.18583513152338,65.74171062590673,66.35778932346462,63.06379904303171,64.97063541087384,64.41792372427653,63.847785416856425,65.40075786217821,64.37321112116396,59.28832365432869,64.607767343803,65.81289374660436,63.672074607708566
2018-02-25,79.00218315587519,74.19378438983101,78.21145088286958,83.87838597095259,83.3361023847594,82.45331860387552,76.51111312063142,81.06552028824929,77.65799802976198,80.53875701032518,79.56237369645942,77.08370903375415,80.53674710197774,80.66205516068513,77.87850019278918,80.13034778972376,77.89257691169288,77.79815977901907,81.8874923478814,78.71283985227379,74.67631854851162,79.23504786424868,80.46338726314433,77.51121338044558
2018-02-26,-3.275241107051667,-4.939942306043054,-3.5720689819623863,-0.4318046875141159,-1.5414067994675464,-1.6976020677389396,-3.8846592368752524,-2.5854400463221574,-3.173963019794451,-1.7618185118140677,-2.1680747352679535,-3.8023463102458264,-2.0578303440024577,-1.4756755057902762,-3.2626625500709396,-2.425393099337164,-3.617693018504629,-3.6549713032516724,-0.23330291210369855,-2.4292362086604085,-7.700685813067135,-2.5853199478149786,-2.1141460373492493,-3.162712075678955
2018-02-27,55.91683163304924,51.99107307249128,56.2599174114063,59.916681994365554,56.09509311228289,57.64656466381018,53.014415184385925,54.72329326822881,54.06364295410835,56.4389908043739,55.817929524900094,53.79291572412473,56.61540421835652,57.49280630193643,54.15287332347213,55.45598880015005,55.02672598790823,54.75121496464086,56.59878925666497,55.50330702390248,50.18092581734196,55.9595707687098,56.81145345678051,54.13184480756415
2018-02-28,11.292895162233803,8.543548689786652,11.50692461019285,13.505646252578513,11.906039842732362,12.224892744182927,9.960810770082231,11.625897334210045,10.219570155438529,11.91822238833853,10.86038025903015,9.938158763325683,12.07221624073542,12.518623639957532,10.345384135845885,10.810279496386261,10.124868969609384,10.176650115533489,11.516864123365407,10.676786973906518,5.280453154679236,10.961995622636234,11.64470421585059,9.995491357218036
2018-03-01,108.42015223921422,104.38952206923862,109.21620523706865,114.90211856149946,109.71904059085568,113.95613376198345,106.86597944732512,115.36961185760076,106.54429460555528,111.29668618943339,110.28681799053015,107.88381225166323,111.61054591603103,112.0477362448644,108.5382028423695,111.82231721199896,109.6527126514732,109.05434468822183,110.7754118033059,109.2032083008197,105.51102046612333,110.28403895042368,110.37711281375428,108.310155171342
2018-03-02,97.236867074889,92.65273190678813,93.88423669853066,102.55498830493228,96.66674684511811,99.39717699633584,93.36534921147762,97.83155998114123,94.72101417786584,97.83657766974873,96.5315284041572,94.29561822117955,98.20090743809229,98.42013748934943,94.66528031460402,96.97231873514832,97.95634195705063,95.14951668965423,97.3051559804562,96.03689088921898,91.46869531411119,95.81867073354972,97.55534984879185,93.06869162388638
2018-03-03,59.70517239966427,55.08894664978818,58.872862865374984,63.40331742973595,60.170503341085954,61.854176613125055,57.69550744630164,60.95904346618874,57.380198628625685,60.5917337832171,59.467695676783514,58.532355606010746,61.292355808815124,61.85201746773469,58.36399360565034,60.4136319687617,58.6345551850913,58.86555232424091,60.94588940263292,60.00375650315926,54.807530462064584,59.3888764270939,60.550449898287226,57.41860316366283
2018-03-04,72.09048452705566,66.88919046530543,69.69377878962833,76.25708849649175,72.36258344059472,73.86489350520883,69.08635824494725,72.19978551196506,69.80878811296601,72.5482527276308,71.56907728408078,69.19841860248154,73.36358739049042,73.7331425978649,70.10025817399546,72.12265692376396,70.82511940449584,70.88780111566939,72.08224691988092,71.41214251923071,65.88130833989315,69.80745876838058,72.84012993265992,69.36991352427455
2018-03-05,73.00923206096807,68.77471665839106,72.51426281178053,77.3351962254719,73.52293838306345,76.18701281298108,70.95174499520508,77.13635330074972,71.09698984410224,74.3491748785677,73.21508782525633,70.5532969164567,74.48185630341074,74.93003097221462,71.72619487948604,73.14191012266363,72.39486804700144,72.20303768626582,73.92168465284666,72.42198167830317,68.11880210374369,72.44183237843934,73.62428906871553,71.55682714851278
2018-03-06,127.06724540702812,120.2263922034375,125.72684684790426,134.50732067477176,127.58826444202802,132.4094018187454,129.8397170373968,132.35799893757795,125.06662366586855,128.7991574492133,127.43900154236343,124.3755531626616,129.7621341028806,129.5476265026373,125.40311529543158,128.12636526318397,127.58919970954273,126.9599805508206,129.23543313365064,127.58860711484554,123.7183952991029,127.94563831156431,130.42481255268126,126.15829793812743
2018-03-07,60.7838164866611,56.161339606692806,58.739831631110604,64.4833925047703,60.920351058822206,61.68720409051724,57.26424970812253,59.699543672937395,59.21825777630537,61.35484295933794,60.388920850485775,57.671235834754874,61.454938952953256,61.951600800904224,58.711222020526264,59.53180166198199,60.01858769806904,59.56374298322233,60.648251005998574,59.978611574753685,54.30182547060496,59.255496322046945,61.780544067189865,58.8102862521881
2018-03-08,10.617179411336734,8.007101566235333,10.119013882321644,12.815674573685628,13.281770077034222,12.233826083972527,9.267295589299957,13.002074038917431,9.914201655676944,11.894048708778088,11.508336259728038,9.18467584762808,11.637228254811518,12.221696682933901,9.986570135208957,11.031982037204733,10.505461744774964,9.820587601747311,12.004034473484387,10.145858676752082,5.224389933573412,9.792879567155959,10.871299357029091,9.787560484657991
2018-03-09,59.1783060512721,54.44198446103918,56.981114225142754,62.3593634141343,58.48684670494654,60.535556599743536,56.20076507231995,59.99299824766053,57.48778936054415,60.1431196795839,59.52469662085398,57.954928946988865,59.50562889701421,60.50715809045336,57.718085625797904,58.77753833767811,58.3217355846155,58.06770368793956,60.2131548944774,58.55850051537506,53.529569923426955,58.639269524621504,59.35377694181409,56.999190282657835
2018-03-10,12.007322949502973,8.551210410591308,10.386845524008622,14.463025314113233,12.228363993519713,12.724313262473778,10.149706107154431,13.421639904676171,10.427496874554574,12.611735701499846,12.950637108623456,11.358114136391196,12.0941353094012,12.976997467986461,10.962195455140245,11.760858566157227,11.368455337845019,11.595939548330932,13.484109955773267,12.606405942945358,7.037731374615883,12.497755974938835,12.224197371656606,10.691198204005339
